	young	middle	old
F30A10.3.1	40.363	27.418	29.374
F30F8.1.1	21.509	24.76	25.477
F30F8.3.1	30.458	57.266	36.919
F36H2.2a.1	41.323	22.128	45.21
F37B1.1.1	29.953	103.852	96.618
F37B1.5.1	9.617	14.541	5.839
F42D1.2.1	60.867	33.397	48.579
F43G9.10.1	45.308	38.507	41.134
F43G9.1.1	203.21	222.474	184.281
F43G9.5.1	71.501	61.539	97.124
F43G9.3.1	14.277	5.16	6.567
F43G9.4.1	37.558	40.409	31.184
F45H11.2.1	417.374	433.155	515.363
F45H11.3.1	34.034	52.967	54.834
F53C11.8.1	61.621	42.097	63.181
F53C11.7.1	14.975	7.037	13.061
F53C11.3.1	62.055	82.222	64.289
F53C11.5b.1	9.496	17.329	19.069
F53C11.1a.1	20.145	41.755	40.45
F53H4.2.1	243.883	423.826	392.016
F53H4.1.1	9.96	8.745	8.93
F54E4.2.1	8.357	7.344	2.933
F54F3.3.1	24.06	61.744	119.858
F54F3.1a.1	12.2	21.852	13.491
F55B12.3a.1	48.921	32.326	26.437
F55B12.4.1	26.502	31.924	25.519
F55B12.5.1	38.445	42.336	49.765
F58H10.1.1	17.481	8.368	31.901
F59C6.4.1	25.308	23.594	26.38
F59C6.5.1	234.357	176.08	171.419
F59F4.2.1	293.012	268.727	305.424
F59F4.3.1	8.474	8.94	6.918
F59F4.4.1	43.222	42.714	44.641
K04G11.4.1	6.761	5.149	7.767
K09A9.3.1	58.48	35.955	71.473
K09A9.5.1	50.264	68.426	53.008
K09A9.2.1	44.411	49.484	47.663
K09E9.2.1	15.69	15.454	15.857
M02B1.2.1	11.427	9.505	5.537
M03B6.2.1	33.607	23.156	18.177
M03B6.4.1	16.03	12.033	10.28
M163.4.1	4.884	8.253	9.08
M163.1.1	29.846	31.65	75.185
R07H5.1.1	16.876	35.725	39.814
R07H5.3a.1	18.993	28.815	25.387
R07H5.4.1	162.942	148.813	275.772
R07H5.8.1	336.428	231.161	254.405
T01H8.2.1	9.846	10.19	6.724
T08G11.1a.1	58.647	78.289	70.598
T08G11.4a.1	18.778	45.344	39.577
T13F2.2.1	126.758	156.103	102.886
T13F2.6.1	19.065	30.816	24.515
T13F2.7.1	34.319	43.337	42.251
T13F2.8a.1	785.152	494.538	1385.464
T14D7.1.1	25.693	27.483	22.337
T14D7.2.1	10.672	17.43	14.074
T21H8.1a.1	4.133	6.614	5.88
B0334.8a.1	14.711	14.569	12.805
Y49E10.14a.1	141.742	132.344	116.03
T23H2.5.1	171.044	153.227	224.6
C43G2.1a.1	79.054	53.035	63.002
F22H10.3.1	1541.233	873.141	1484.438
F22H10.6.1	35.538	10.718	7.072
F38A5.7.1	235.467	189.855	284.819
F38A5.3a.1	45.66	121.884	110.521
F38A5.13.1	89.018	66.178	98.842
F45E4.2.1	311.312	305.95	343.468
F45E4.8.1	40.505	109.633	51.691
F45E4.9.1	141.563	239.265	182.984
F55A4.5.1	8.584	6.296	5.522
F55A4.1.1	42.734	32.623	52.596
F57F4.3.1	67.121	46.645	28.05
F57F4.4.1	144.638	63.36	42.691
K02H8.1a.1	19.907	24.242	33.574
K04A8.6a.1	2.703	4.317	3.633
K08F11.3.1	256.084	209.237	214.774
K08F11.5.1	38.156	29.967	27.074
K10C2.1.1	21.771	24.057	19.403
K10C2.3.1	136.219	136.399	81.95
K10C2.4.1	138.244	97.727	81.304
M01H9.1.1	17.523	11.485	46.861
M02B7.2a.1	12.053	12.38	7.676
M02E1.1a.1	4.303	2.846	5.027
T22F3.4a.1	3150.786	3066.752	2492.698
ZK154.4.1	19.365	34.187	23.904
ZK154.5.1	10.344	4.953	7.843
ZK154.7.1	9.911	14.052	11.449
W10D5.2.1	160.017	237.443	190.487
W10D5.3c.1	32.358	43.203	47.884
H15N14.2a.1	32.912	54.461	58.752
ZK858.7.1	21.199	21.629	18.3
ZK858.3.1	523.725	631.875	726.26
ZK858.4a.1	94.629	96.51	111.219
ZK858.5.1	7.487	6.292	8.643
C36B1.4.1	480.355	625.325	488.745
F25H2.9.1	646.6	483.784	455.52
F29B9.6.1	611.251	426.589	449.739
C41D11.8.1	28.779	13.432	12.62
C18E9.11b.1	49.797	46.995	43.901
Y66D12A.21.1	18.473	22.078	12.968
ZK856.13.1	17.183	10.143	13.357
ZK652.10.1	36.85	48.096	44.632
ZK470.5a.1	37.623	47.836	48.429
ZK1127.9a.1	67.095	58.267	68.915
Y67H2A.1.1	20.877	23.623	26.618
Y67H2A.7a.1	14.07	11.72	8.422
Y67H2A.6a.1	66.315	102.73	86.39
Y67H2A.5.1	981.132	828.651	841.194
Y67H2A.4d.1	25.254	33.493	27.725
Y67H2A.2a.1	22.246	20.429	21.263
Y66D12A.15.1	32.235	32.507	26.417
Y66D12A.24.1	16.666	14.142	15.104
Y66D12A.19.1	27.088	34.102	33.546
Y66D12A.9.1	81.498	98.618	77.25
Y66D12A.23.1	23.736	11.811	10.136
Y66D12A.17.1	28.867	31.141	24.905
Y66D12A.12.1	19.559	13.426	15.598
Y66D12A.8a.1	54.346	37.093	42.94
Y66D12A.5.1	23.876	34.571	22.646
Y57G11C.34.1	65.44	52.771	37.226
Y54E5B.3b.1	42.392	34.188	40.576
Y53F4B.39a.1	41.011	39.809	35.602
Y43C5A.6a.1	81.861	78.252	78.117
Y39A1A.23a.1	5.832	10.927	7.136
Y105E8B.3.1	64.462	70.985	51.428
Y105E8B.2a.1	17.187	17.721	14.783
W09G3.6a.1	5.8	6.007	7.617
C46H11.4a.1	6.216	9.514	12.362
C06A5.11a.1	9.307	10.864	7.879
T18H9.7.1	10.685	10.5	11.708
T17H7.4a.1	37.35	28.172	13.325
T13H5.8.1	31.221	30.842	34.945
R13F6.1.1	48.757	43.761	51.63
R02F2.9.1	43.728	60.491	26.065
Y79H2A.11a.1	13.003	23.465	16.803
K02G10.3.1	14.312	10.077	7.673
JC8.5a.1	38.967	32.797	22.132
JC8.6a.1	34.66	53.264	43.337
F53B2.8.1	14.975	45.31	37.498
F44E2.10.1	49.336	32.97	36.99
F43G9.13.1	26.758	17.659	19.746
F41G3.14.1	55.469	48.101	39.778
F36F2.6.1	65.717	66.332	72.038
F32H2.10.1	39.049	41.221	34.173
F32A5.8.1	24.146	18.982	22.491
F26F4.12.1	21.04	47.424	31.493
F21C10.11a.1	188.219	236.083	341.733
F18A1.6b.1	9.048	11.12	10.266
F13H8.11.1	15.27	12.92	15.388
F13G3.11.1	54.431	44.818	32.8
F11A10.7.1	20.087	25.482	26.767
F10E9.12.1	71.86	95.284	252.934
F10E9.11.1	88.198	54.487	37.468
F09B9.2b.1	26.363	24.171	20.893
F01F1.15.1	54.326	72.601	51.991
F01F1.7.1	33.283	43.453	42.173
EEED8.15.1	19.511	10.202	10.799
EEED8.16.1	25.27	47.561	32.947
C56C10.7a.1	15.522	25.275	33.243
C27F2.10.1	44.41	56.744	47.379
C18A3.5a.1	291.725	204.121	218.7
C17G10.9a.1	262.801	226.503	248.527
C02F5.12.1	9.813	5.013	3.342
C41D11.9.1	57.453	33.203	44.27
F28B3.10.1	80.749	112.821	102.793
F28B3.9.1	13.908	12.377	12.729
F55A12.10.1	36.165	21.293	12.388
T12G3.8a.1	19.318	9.369	7.46
Y38A10A.7.1	54.917	59.182	52.826
Y45G12C.16.1	97.806	96.958	93.445
F52C12.2.1	36.69	35.015	30.311
C17H12.14.1	423.344	410.442	341.823
F33D11.9b.1	91.654	86.594	102.917
F22E5.17.1	16.836	21.336	18.618
C05C8.9a.1	24.115	19.961	19.228
Y20F4.4a.1	10.016	3.143	7.651
Y20F4.2.1	4.958	3.353	9.043
Y20F4.3a.1	6.757	6.25	3.948
Y34F4.5a.1	22.806	45.015	42.082
Y73B6BL.31a.1	27.118	34.865	19.611
Y73B6BL.2.1	22.586	32.941	36.721
Y73B6BL.23.1	16.512	26.598	26.055
Y73B6BL.3.1	41.259	44.113	30.761
Y73B6BL.30a.1	63.728	69.991	71.967
Y73B6BL.32.1	145.161	110.27	86.966
Y73B3A.1.1	9.342	3.157	8.633
Y69A2AR.1a.1	40.353	38.378	50.208
Y69A2AR.3.1	218.988	321.396	259.447
Y69A2AR.29.1	20.64	10.363	9.593
Y69A2AR.5.1	6.125	14.393	5.339
Y69A2AR.28.1	140.527	175.297	320.803
Y69A2AR.6.1	36.125	23.325	28.786
Y69A2AR.22.1	31.916	25.831	22.845
Y69A2AR.16a.1	30.848	26.83	32.521
Y69A2AR.21.1	61.982	62.45	61.016
Y45G5AM.8a.1	4.262	5.846	5.818
Y45G5AM.7a.1	24.328	18.032	15.787
Y102A11A.8.1	9.403	14.293	26.252
Y54F10BM.1.1	57.293	33.137	46.07
Y54F10BM.13.1	10.113	3.961	3.173
Y71G12B.1a.1	70.527	41.97	51.419
Y71G12B.4.1	24.156	19.285	14.051
Y71G12B.6a.1	14.005	23.54	18.392
Y71G12B.25a.1	7.533	10.689	9.847
Y71G12B.8.1	31.787	23.078	25.727
Y71G12B.9a.1	51.026	39.283	55.951
Y71G12B.10.1	44.058	51.666	50.144
Y71G12B.24a.1	23.547	33.782	24.561
Y71G12B.13.1	27.008	23.194	19.326
Y71G12B.14.1	316.393	199.727	228.664
Y71G12B.15a.1	140.834	97.647	141.841
Y71G12B.20a.1	23.334	16.717	34.18
Y67D8C.10b.1	96.201	94.515	111.296
Y67D8C.8.1	138.094	128.158	34.455
Y39G10AR.2a.1	137.634	130.814	112.82
Y39G10AR.14a.1	229.65	138.915	179.299
Y39G10AR.8.1	219.785	199.993	208.986
Y39G10AR.20.1	188.745	223.233	194.945
Y39G10AR.21a.1	10.831	21.664	17.352
Y39G10AR.9b.1	87.272	68.576	64.991
Y39G10AR.10.1	126.556	59.914	101.193
Y39G10AR.11.1	20.772	19.62	17.953
Y38F2AR.1a.1	11.27	10.987	12.663
Y38F2AR.2.1	537.265	408.134	512.587
Y38F2AR.9.1	807.318	938.407	919.615
Y71F9AR.3.1	2.99	1.815	2.406
Y71F9AM.6.1	614.258	540.062	575.079
Y67D8A.3.1	11.275	13.341	25.706
Y61A9LA.8a.1	40.787	30.976	39.643
Y57E12AL.1a.1	80.426	91.912	126.879
Y55B1BR.4.1	4.119	3.971	4.044
Y55B1BR.2.1	3.846	4.607	4.346
Y55B1BR.3.1	19.231	19.31	32.371
Y54G2A.3a.1	76.391	103.064	112.491
Y54G2A.31.1	323.192	232.193	245.614
Y54G2A.17b.1	50.396	68.629	74.159
Y54G2A.6a.1	85.74	254.469	165.288
Y54G2A.39b.1	35.912	59.382	91.281
Y54G2A.32.1	18.266	17.744	32.757
Y54G2A.10a.1	14.547	21.12	9.809
Y54G2A.11a.1	13.116	20.531	34.259
Y51H7C.6a.1	14.803	13.853	14.669
Y47G6A.28.1	13.068	24.892	10.882
Y43H11AL.2a.1	40.676	56.97	55.026
Y41D4B.5.1	3712.734	5012.622	4438.767
Y41D4B.21a.1	12.153	16.375	12.785
Y41D4B.11a.1	27.807	24.551	20.192
Y41D4B.19b.1	71.978	39.852	63.885
Y41D4B.16.1	30.715	52.576	58.035
Y41D4A.5.1	55.54	78.993	69.29
Y34B4A.9.1	67.147	127.75	112.64
Y34B4A.6.1	240.657	334.604	350.078
Y108G3AL.2.1	36.272	32.161	32.867
Y74C9A.4b.1	49.744	56.902	66.635
Y71F9B.16a.1	72.128	101.001	75.357
Y71D11A.2.1	60.249	68.869	96.312
Y50D4A.4a.1	12.317	17.19	14.916
Y119D3B.17.1	12.94	17.573	27.744
Y119D3B.21.1	1087.171	2641.768	1467.433
Y119D3B.11.1	36.225	32.424	34.521
Y119D3B.16.1	38.329	57.86	48.691
Y119D3B.15.1	554.634	492.999	385.364
Y119D3B.13.1	71.35	116.414	139.277
Y119C1B.9.1	35.234	31.043	28.051
Y119C1B.8a.1	27.77	18.254	35.38
Y119C1B.5.1	9.479	17.34	12.843
Y119C1B.4.1	75.677	84.486	64.494
Y110A7A.1b.1	24.134	21.118	30.583
R13A5.12.1	73.481	68.286	74.627
R13A5.8.1	3478.857	3232.246	3670.04
R13A5.7.1	16.013	12.596	14.47
M04F3.4a.1	38.78	43.195	70.386
M04F3.1.1	417.254	281.317	316.02
F28A10.6.1	67.854	38.249	22.582
C30F12.1.1	20.445	11.889	14.98
C07H6.5.1	2431.521	2540.538	2356.524
ZK353.9.1	61.197	111.007	92.937
Y80D3A.10.1	24.748	3.617	15.62
Y39E4B.12a.1	28.668	24.844	32.563
Y10G11A.1a.1	55.857	78.74	55.244
T07F8.3a.1	74.612	51.942	67.851
F19F10.12.1	16.422	18.061	22.662
T19C4.7.1	222.772	85.866	32.266
T04D3.8.1	48.319	11.17	10.92
T01C8.1b.1	35.734	30.83	44.933
R186.7.1	53.225	41.38	53.39
R05D11.9.1	28.433	20.351	30.543
K03B4.3b.1	47.662	46.693	68.156
K02A11.1b.1	25.033	28.174	23.737
K01C8.3b.1	46.325	69.592	44.293
F56A8.3a.1	141.952	143.237	131.513
F45H11.5.1	62.676	44.955	35.822
F43H9.4.1	30.75	38.708	20.383
F08F8.10a.1	25.858	19.346	18.235
F08F8.9a.1	21.514	28.484	28.005
F08F8.8.1	25.435	25.544	25.492
F08F8.7.1	48.458	68.148	58.456
F58B6.3b.1	27.383	26.25	25.011
C44C8.6.1	18.367	9.026	14.795
C50E10.4a.1	7.85	7.512	10.914
T25D3.4a.1	17.54	19.753	20.96
T24A6.20.1	11.105	10.061	7.89
F53H1.1a.1	28.515	29.818	25.003
W10G11.20.1	39.815	69.419	63.48
T24E12.5.1	2.478	7.499	4.867
M116.5.1	18.875	22.356	18.923
M151.7.1	10.681	6.202	9.268
Y46E12BL.4a.1	36.118	30.293	36.453
Y46E12BL.3.1	85.914	61.805	49.864
Y46E12BL.2a.1	26.255	22.638	20.453
Y22D7AL.15.1	54.73	109.105	150.012
Y22D7AL.10.1	939.388	843.629	561.049
Y22D7AL.7.1	7.271	10.157	10.53
Y50D4C.5a.1	35.408	29.796	23.625
Y50D4C.4a.1	41.431	51.365	35.587
Y50D4C.3a.1	16.737	28.568	27.394
Y97E10AR.5.1	65.484	79.04	68.51
Y97E10AL.2.1	23.75	20.358	21.44
Y97E10AL.3.1	68.747	87.436	56.673
Y74C10AR.1a.1	232.626	313.228	368.743
Y57E12AM.1.1	373.231	299.34	489.798
Y54F10AR.1.1	131.19	142.31	113.179
Y50D7A.9.1	22.907	32.327	19.971
Y48G1BM.1.1	14.534	11.508	9.457
Y48G1A.5a.1	105.653	59.246	76.486
Y40G12A.1.1	70.789	72.677	75.712
Y40B10A.9a.1	7.287	4.609	2.895
Y40B10A.1a.1	2154.332	3580.404	2439.037
Y40B10A.8a.1	9.979	21.12	17.334
Y39H10A.6a.1	15.178	7.348	11.049
Y39H10A.3a.1	26.178	33.652	27.197
Y39A3CL.7a.1	33.571	18.686	23.79
Y37E11AR.1.1	4.958	3.562	13.444
Y37E11AR.2.1	48.026	18.2	76.28
Y37E11AR.4.1	6.82	7.864	5.711
Y37E11AL.8.1	11.242	13.257	8.872
Y37E11AL.7a.1	113.0	115.454	94.647
ZK616.5.1	44.845	40.606	26.821
ZK105.1.1	228.755	423.137	363.151
Y58A7A.5.1	22.725	28.849	60.648
Y58A7A.3.1	18.271	35.095	62.848
Y24D9A.4.1	2435.232	2242.674	2117.551
Y24D9A.8a.1	182.375	213.598	155.561
Y104H12D.3a.1	16.174	37.533	33.746
R13D7.2.1	14.614	7.955	6.358
R05G9.3.1	56.433	81.205	49.262
M02H5.1.1	5.301	2.719	2.558
K08D12.3a.1	1395.506	1395.813	1045.171
F41B4.3.1	29.791	14.089	29.96
F14H12.3.1	21.633	56.91	47.278
E01A2.6.1	197.151	237.751	220.588
E01A2.5.1	24.019	33.158	26.03
E01A2.2a.1	67.225	62.757	87.858
E01A2.4.1	47.602	18.84	26.013
C55B7.1.1	119.7	91.156	70.11
C55B7.9a.1	46.279	45.139	38.291
C55B7.8.1	22.819	28.424	22.956
F08B4.6.1	6.665	3.495	7.556
T27F7.3.1	284.453	349.396	386.803
W02B9.1b.1	15.252	10.467	19.83
C50F4.14a.1	57.523	43.079	42.399
Y55D5A.5a.1	24.604	12.668	20.923
Y39G8C.1.1	19.733	19.379	28.592
Y111B2A.24.1	22.103	9.841	16.752
Y111B2A.20a.1	21.641	26.836	24.538
Y111B2A.10a.1	10.281	10.315	7.276
Y111B2A.2.1	479.293	364.965	298.522
Y111B2A.1.1	12.222	5.849	4.636
Y66D12A.13.1	13.941	23.252	19.397
F46F11.10.1	9.337	11.638	6.53
F46F11.9b.1	9.64	14.541	11.466
T04C10.2b.1	96.199	110.143	116.552
R144.9.1	41.77	51.03	40.154
R144.10.1	52.324	26.869	24.448
F54E7.8.1	27.935	43.189	39.953
F46B6.12.1	53.262	102.579	73.659
F41H10.11.1	26.827	30.652	27.251
F17C11.11a.1	17.625	45.122	36.746
F13H8.10a.1	10.471	7.754	4.208
B0464.9.1	25.863	31.592	29.408
B0336.13.1	85.582	53.737	51.257
W02D3.11a.1	40.862	35.627	55.302
F28B3.8.1	112.124	105.032	101.873
T08B2.5b.1	14.242	14.702	15.474
ZK1248.3a.1	34.172	21.02	17.075
H27C11.1a.1	13.632	9.361	14.333
Y67D2.1.1	39.414	27.445	28.636
Y67D2.2.1	29.115	28.231	24.578
Y67D2.7.1	80.981	72.985	65.947
Y67D2.6.1	23.385	12.888	17.179
Y67D2.3.1	229.811	183.755	148.754
Y67D2.5.1	19.508	20.091	17.552
Y47A7.1.1	19.246	16.492	14.234
Y82E9BR.18.1	36.217	37.762	33.329
Y82E9BR.17a.1	45.83	17.947	53.425
Y82E9BR.16a.1	42.274	36.916	61.895
Y82E9BR.3.1	3548.864	3275.164	4056.311
Y82E9BR.15.1	302.811	180.09	219.252
Y37E3.15a.1	75.236	78.582	79.944
Y37E3.10a.1	229.934	171.688	164.985
Y37E3.9.1	351.039	298.041	276.171
Y37E3.8a.1	4935.794	3805.141	3569.001
Y37E3.4.1	274.478	257.253	264.06
Y37E3.1.1	43.471	29.71	27.316
Y22D7AR.10.1	1445.452	3404.657	2816.893
Y22D7AR.6.1	6.098	3.787	7.192
Y54F10AM.11.1	20.828	36.687	24.767
Y54F10AM.4a.1	6.822	9.146	6.839
Y54F10AM.5.1	199.0	146.071	138.019
Y54F10AM.8.1	42.21	25.81	26.998
Y48G8AL.13a.1	95.928	101.791	115.286
Y48G8AL.1a.1	26.872	25.532	29.549
Y48G8AL.5a.1	84.837	63.476	68.715
Y48G8AL.11a.1	10.421	11.827	8.214
Y48G8AL.7.1	26.508	13.265	10.897
Y48G8AL.8.1	3102.483	2546.835	2341.467
Y71H2AR.1.1	233.094	153.817	142.027
Y71H2AM.2.1	150.372	113.979	104.065
Y71H2AM.4.1	268.066	192.008	165.709
Y71H2AM.5.1	1318.461	951.564	862.141
Y71H2AM.20a.1	75.858	95.839	81.142
Y71H2AM.6a.1	17.516	14.895	13.536
Y71H2AM.17.1	64.31	67.226	79.073
Y71H2AM.13.1	47.36	68.969	80.176
Y71H2AM.7.1	10.348	10.977	8.398
Y71H2AM.11.1	70.023	74.503	57.854
Y71H2AM.8.1	10.95	14.711	13.039
Y71G12A.3a.1	12.657	5.153	9.932
Y65B4A.8.1	26.001	12.048	10.507
Y65B4A.1.1	23.458	27.61	30.45
Y65B4A.3.1	45.958	23.747	31.959
Y65B4A.6a.1	232.388	166.946	244.741
Y54H5A.2.1	29.138	45.999	45.265
Y54F10AL.2a.1	11.725	7.441	9.831
Y48G9A.4a.1	6.375	11.014	12.167
Y48G9A.8.1	49.24	85.584	89.019
Y47G6A.21.1	38.922	54.985	38.728
Y34D9A.10.1	118.876	126.106	135.823
Y34D9A.1.1	85.531	62.213	52.529
Y18H1A.7a.1	8.309	14.934	11.584
Y18H1A.4.1	17.914	27.12	28.182
H31G24.4.1	193.675	186.301	131.613
H20J04.8.1	150.075	141.87	128.714
F12E12.4.1	18.818	5.183	3.539
E04F6.11a.1	5.218	7.659	4.932
Y54G2A.2a.1	214.331	138.722	146.589
Y32G9A.8a.1	47.814	76.717	88.568
Y92H12BR.8.1	35.872	44.733	47.166
Y92H12BR.3a.1	247.866	308.105	315.728
Y92H12BR.2.1	144.256	90.462	77.639
Y92H12BR.6.1	23.13	27.062	21.182
F48E3.6.1	38.49	7.483	14.979
F48E3.3.1	46.271	56.616	55.187
F48E3.4.1	575.969	734.922	1034.048
F44E2.9.1	48.276	56.714	33.149
Y82E9BL.10.1	9.344	4.903	7.62
Y82E9BL.13.1	17.676	10.099	16.43
Y37E3.3.1	250.757	325.22	276.952
Y71A12B.9.1	13.556	17.509	11.986
Y59A8B.21a.1	10.704	13.388	8.875
Y59A8B.10a.1	217.042	131.943	136.394
Y59A8B.7.1	55.619	63.291	102.466
Y59A8B.6.1	48.65	49.659	42.916
Y59A8B.1a.1	7.823	5.765	11.397
Y59A8A.3.1	203.582	269.125	206.985
Y59A8A.1.1	83.356	84.344	89.756
Y69A2AR.2a.1	20.467	16.303	17.944
F59E12.2.1	4.081	2.965	4.018
Y73B6BL.27.1	35.159	39.673	43.862
Y73B6BL.25.1	17.021	12.419	4.875
Y73B6BL.24.1	314.763	537.921	135.746
Y55D5A.4.1	10.842	7.451	5.064
Y45G5AM.2a.1	4.487	10.933	8.125
Y45G5AM.3a.1	11.733	15.506	19.234
Y73E7A.1a.1	62.516	92.636	73.204
Y73E7A.2.1	11.984	11.084	12.419
ZK721.1.1	15.624	11.067	9.704
ZK721.2.1	426.141	275.913	72.861
ZC395.8.1	6.787	13.181	11.889
ZC395.5.1	50.393	129.859	181.243
ZC395.7.1	48.052	54.554	38.072
F49E7.1a.1	16.759	9.073	9.36
F29B9.1.1	18.865	19.458	21.292
F29B9.2a.1	45.966	61.438	57.658
F29B9.11.1	964.405	972.896	1124.46
F29B9.10.1	70.008	71.799	74.803
F29B9.4a.1	18.168	31.478	22.249
F29B9.8.1	42.107	60.048	56.462
C05D9.3a.1	11.393	7.255	4.732
T27F7.1.1	80.173	95.291	84.006
T05A12.3.1	7.089	10.846	12.217
T05A12.2a.1	22.25	35.553	26.392
R04E5.8a.1	5.537	7.45	10.951
R03H10.6.1	13.293	6.968	14.933
M60.2.1	75.316	22.276	80.998
K05B2.2a.1	8.851	8.892	18.214
F47G3.3.1	23.069	11.592	11.442
F46C8.3.1	10.739	7.568	9.207
C09G4.5.1	34.326	20.222	20.716
T08B2.9a.1	120.364	132.641	116.429
T08B2.8.1	69.478	73.425	41.995
T08B2.7a.1	181.805	165.166	164.958
F35F10.11.1	10.512	3.323	5.742
F35F10.5.1	13.616	17.404	3.742
C04F5.1.1	26.426	20.269	17.112
F49F1.1.1	19.505	35.264	20.61
F22F7.1a.1	197.656	255.809	190.114
F22F7.5a.1	8.063	4.609	6.661
F56A6.4a.1	13.17	11.499	8.787
T22D1.10.1	85.472	105.965	99.674
T22D1.3a.1	85.444	100.158	100.166
T22D1.4.1	223.826	182.666	218.294
T22D1.9.1	362.733	289.084	292.839
T22D1.5.1	121.166	99.267	63.529
F52G3.1.1	10.351	9.146	10.161
W09B6.2a.1	6.324	18.065	14.832
W09B6.3a.1	5.255	4.105	6.354
Y71F9B.7.1	61.494	58.978	48.352
Y97E10AR.7.1	103.548	119.171	103.777
Y95B8A.5a.1	80.502	56.619	76.9
Y94H6A.9a.1	116.475	121.101	102.096
Y94H6A.8.1	233.667	248.968	207.237
Y94H6A.6.1	17.578	33.075	47.253
Y94H6A.3.1	51.411	22.278	29.641
Y92C3B.1.1	161.913	142.016	114.946
Y74C10AL.2.1	142.668	148.997	151.441
Y73B6BR.1a.1	7.289	10.457	17.351
Y71H2AL.1.1	32.967	39.825	59.333
Y65B4BR.3.1	8.321	12.919	10.14
Y65B4BR.4a.1	29.447	48.813	52.64
Y65B4BL.2a.1	109.98	136.023	127.677
Y65B4BL.4.1	24.552	19.126	30.316
Y61A9LA.10.1	19.417	15.539	17.473
Y59H11AR.4.1	7.602	7.118	7.019
Y57E12AL.6.1	791.637	585.044	647.942
Y57E12AL.5.1	55.862	37.477	43.008
Y55F3BR.1.1	29.203	28.28	32.167
Y55F3BR.5a.1	15.798	4.993	4.636
Y55F3AR.1.1	23.247	29.101	24.181
Y55F3AR.2.1	53.245	72.367	69.508
Y55F3AR.3a.1	361.369	364.084	325.179
Y55F3AM.15.1	133.849	130.296	131.248
Y55F3AM.1.1	105.645	64.603	47.195
Y55F3AM.13.1	120.423	109.903	105.439
Y55F3AM.12.1	168.386	132.676	149.722
Y55F3AM.3a.1	40.634	47.294	59.342
Y55F3AM.4a.1	49.355	77.927	64.458
Y55F3AM.9a.1	38.562	39.168	35.531
Y55F3AM.8a.1	33.733	29.213	29.777
Y55F3AM.5.1	7.697	8.755	6.65
Y55F3AM.6a.1	59.123	32.952	43.258
Y55B1BL.1a.1	38.774	44.43	105.994
Y55B1AR.1.1	731.673	1463.917	1636.566
Y55B1AL.2.1	130.498	117.413	117.367
Y54H5A.4.1	6.581	15.565	9.513
Y54H5A.1.1	68.436	62.702	64.028
Y54H5A.3.1	78.403	45.059	56.586
Y54G2A.26a.1	14.919	9.938	20.06
Y54G2A.4.1	7.329	6.727	6.029
Y54G2A.23.1	198.704	182.969	185.727
Y54G2A.22.1	26.309	20.971	11.188
Y54G2A.14.1	127.434	113.858	230.467
Y54E10BR.8.1	7.269	5.997	4.642
Y54E10BR.2.1	22.893	10.524	8.887
Y54E10BR.6.1	208.967	163.922	173.096
Y54E10BR.5.1	312.818	291.58	322.033
Y54E10BR.3.1	34.996	71.244	63.441
Y54E10BR.4.1	70.688	61.17	50.923
Y54E10BL.5.1	337.149	279.487	234.118
Y54E10BL.4.1	32.406	40.118	32.649
Y54E10A.16.1	22.024	17.729	31.171
Y54E10A.12a.1	21.082	43.721	19.142
Y54E10A.10.1	69.269	89.297	67.585
Y54E10A.5.1	43.029	35.887	38.396
Y54E10A.6.1	43.709	37.416	33.303
Y54E10A.7.1	67.786	38.791	44.816
Y53G8AR.2a.1	8.551	17.509	20.286
Y53G8AR.9.1	118.898	87.902	100.825
Y53G8AR.5.1	9.91	9.136	6.911
Y53G8AR.6.1	166.636	131.733	116.463
Y53G8AR.7a.1	4.271	4.006	4.242
Y53G8AL.2.1	166.79	184.635	153.667
Y51H7C.1.1	43.872	100.603	84.637
Y51H7C.3.1	143.963	95.265	48.99
Y51H7C.7.1	50.99	38.524	35.358
Y50D7A.2.1	29.531	29.14	29.013
Y48G1C.1.1	15.609	30.561	27.699
Y48G1BR.1.1	13.158	10.259	9.131
Y48G1BL.2a.1	6.885	5.859	6.774
Y48G1A.1.1	3.122	4.9	2.431
Y48G1A.3.1	39.44	20.446	22.417
Y48G1A.4.1	30.806	31.38	20.097
Y47G6A.1.1	10.674	19.119	18.209
Y47G6A.2.1	80.562	140.372	106.369
Y47G6A.25.1	17.856	18.898	15.549
Y47G6A.24a.1	50.011	19.789	54.043
Y47G6A.4.1	12.435	8.49	10.289
Y47G6A.20b.1	55.475	58.221	62.668
Y47G6A.6.1	22.801	28.768	21.895
Y47G6A.18.1	106.845	98.87	98.915
Y47G6A.7a.1	7.461	11.88	11.712
Y47G6A.8.1	129.043	132.785	121.546
Y47G6A.10.1	48.041	79.164	63.555
Y47G6A.14.1	35.943	21.61	28.521
Y47G6A.11.1	67.521	91.063	57.17
Y47D7A.8.1	203.243	114.484	168.089
Y43B11AR.4.1	2677.082	2331.032	2627.51
Y43B11AR.3.1	9.781	16.435	8.493
Y42H9B.3.1	53.569	35.794	45.251
Y42H9B.2.1	12.097	10.211	13.085
Y42H9AR.1.1	67.259	42.624	67.969
Y42H9AR.4.1	27.652	20.486	21.765
Y40C5A.1.1	12.438	11.288	14.571
Y39H10A.7a.1	72.213	69.562	54.54
Y39G10AL.1a.1	31.094	29.815	65.099
Y39A3CR.1.1	25.972	34.5	30.862
